focal_method,test_prefix
"    public void print(final Object value) throws IOException {
        // null values are considered empty
        String strValue;
        if (value == null) {
            final String nullString = format.getNullString();
            strValue = nullString == null ? Constants.EMPTY : nullString;
        } else {
            strValue = value.toString();
        }
        this.print(value, strValue, 0, strValue.length());
    }","  public void test09()  throws Throwable  {
      CSVFormat cSVFormat0 = CSVFormat.TDF;
      String[] stringArray0 = new String[1];
      CSVFormat cSVFormat1 = cSVFormat0.withHeader(stringArray0);
      Quote quote0 = Quote.NON_NUMERIC;
      CSVFormat cSVFormat2 = cSVFormat1.withQuotePolicy(quote0);
      PipedWriter pipedWriter0 = new PipedWriter();
      try { 
        cSVFormat2.print(pipedWriter0);
        fail(""Expecting exception: IOException"");
      
      } catch(IOException e) {
         //
         // Pipe not connected
         //
         verifyException(""java.io.PipedWriter"", e);
      }
  }"
"    public long getRecordNumber() {
        return recordNumber;
    }","  public void test17()  throws Throwable  {
      HashMap<String, Integer> hashMap0 = new HashMap<String, Integer>();
      Integer integer0 = new Integer(854);
      hashMap0.put((String) null, integer0);
      String[] stringArray0 = new String[0];
      CSVRecord cSVRecord0 = new CSVRecord(stringArray0, hashMap0, (String) null, 854);
      cSVRecord0.toMap();
      assertEquals(854L, cSVRecord0.getRecordNumber());
  }"
"    public PhoneticEngine(final NameType nameType, final RuleType ruleType, final boolean concat) {
        this(nameType, ruleType, concat, DEFAULT_MAX_PHONEMES);
    }","  public void test5()  throws Throwable  {
      NameType nameType0 = NameType.SEPHARDIC;
      RuleType ruleType0 = RuleType.EXACT;
      PhoneticEngine phoneticEngine0 = null;
      try {
        phoneticEngine0 = new PhoneticEngine(nameType0, ruleType0, true);
        fail(""Expecting exception: NoClassDefFoundError"");
      
      } catch(NoClassDefFoundError e) {
         //
         // Could not initialize class org.apache.commons.codec.language.bm.Lang
         //
         verifyException(""org.apache.commons.codec.language.bm.PhoneticEngine"", e);
      }
  }"
"    public static final byte[] decodeQuotedPrintable(byte[] bytes) throws DecoderException {
        if (bytes == null) {
            return null;
        }
        ByteArrayOutputStream buffer = new ByteArrayOutputStream();
        for (int i = 0; i < bytes.length; i++) {
            final int b = bytes[i];
            if (b == ESCAPE_CHAR) {
                try {
                    // if the next octet is a CR we have found a soft line break
                    int u = Utils.digit16(bytes[++i]);
                    int l = Utils.digit16(bytes[++i]);
                    buffer.write((char) ((u << 4) + l));
                } catch (ArrayIndexOutOfBoundsException e) {
                    throw new DecoderException(""Invalid quoted-printable encoding"", e);
                }
            } else {
                // every other octet is appended except for CR & LF
                buffer.write(b);
            }
        }
        return buffer.toByteArray();
    }","  public void test09()  throws Throwable  {
      byte[] byteArray0 = new byte[7];
      byteArray0[0] = (byte)61;
      byteArray0[1] = (byte)13;
      byte[] byteArray1 = QuotedPrintableCodec.decodeQuotedPrintable(byteArray0);
      assertArrayEquals(new byte[] {(byte)0, (byte)0, (byte)0, (byte)0, (byte)0}, byteArray1);
  }"
"    public Base64() {
        this(false);
    }","  public void test00()  throws Throwable  {
      Base64 base64_0 = null;
      try {
        base64_0 = new Base64();
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public static byte[] encodeInteger(BigInteger bigInt) {
        if(bigInt == null)  {
            throw new NullPointerException(""encodeInteger called with null parameter"");
        }
        return encodeBase64(toIntegerBytes(bigInt), false);
    }","  public void test01()  throws Throwable  {
      BigInteger bigInteger0 = BigInteger.TEN;
      // Undeclared exception!
      try { 
        Base64.encodeInteger(bigInteger0);
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public Base64() {
        this(false);
    }","  public void test02()  throws Throwable  {
      byte[] byteArray0 = new byte[17];
      Base64 base64_0 = null;
      try {
        base64_0 = new Base64();
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public static byte[] encodeBase64(byte[] binaryData) {
        return encodeBase64(binaryData, false);
    }","  public void test03()  throws Throwable  {
      byte[] byteArray0 = new byte[7];
      // Undeclared exception!
      try { 
        Base64.encodeBase64(byteArray0);
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public static byte[] encodeBase64Chunked(byte[] binaryData) {
        return encodeBase64(binaryData, true);
    }","  public void test04()  throws Throwable  {
      byte[] byteArray0 = new byte[12];
      // Undeclared exception!
      try { 
        Base64.encodeBase64Chunked(byteArray0);
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public Base64() {
        this(false);
    }","  public void test05()  throws Throwable  {
      Base64 base64_0 = null;
      try {
        base64_0 = new Base64(true);
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public Base64() {
        this(false);
    }","  public void test06()  throws Throwable  {
      Base64 base64_0 = null;
      try {
        base64_0 = new Base64(false);
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public Base64() {
        this(false);
    }","  public void test07()  throws Throwable  {
      Base64 base64_0 = null;
      try {
        base64_0 = new Base64((byte)1);
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public Base64() {
        this(false);
    }","  public void test08()  throws Throwable  {
      Base64 base64_0 = null;
      try {
        base64_0 = new Base64((byte) (-1));
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public Base64() {
        this(false);
    }","  public void test09()  throws Throwable  {
      byte[] byteArray0 = new byte[4];
      Base64 base64_0 = null;
      try {
        base64_0 = new Base64(false);
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public Base64() {
        this(false);
    }","  public void test10()  throws Throwable  {
      byte[] byteArray0 = new byte[7];
      Base64 base64_0 = null;
      try {
        base64_0 = new Base64();
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public static byte[] encodeInteger(BigInteger bigInt) {
        if(bigInt == null)  {
            throw new NullPointerException(""encodeInteger called with null parameter"");
        }
        return encodeBase64(toIntegerBytes(bigInt), false);
    }","  public void test11()  throws Throwable  {
      BigInteger bigInteger0 = BigInteger.TEN;
      // Undeclared exception!
      try { 
        Base64.encodeInteger(bigInteger0);
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public Base64() {
        this(false);
    }","  public void test12()  throws Throwable  {
      byte[] byteArray0 = new byte[18];
      Base64 base64_0 = null;
      try {
        base64_0 = new Base64();
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public static byte[] encodeBase64(byte[] binaryData) {
        return encodeBase64(binaryData, false);
    }","  public void test13()  throws Throwable  {
      byte[] byteArray0 = new byte[28];
      // Undeclared exception!
      try { 
        Base64.encodeBase64(byteArray0, true, true);
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public Base64() {
        this(false);
    }","  public void test14()  throws Throwable  {
      byte[] byteArray0 = new byte[12];
      Base64 base64_0 = null;
      try {
        base64_0 = new Base64();
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public static byte[] encodeBase64(byte[] binaryData) {
        return encodeBase64(binaryData, false);
    }","  public void test15()  throws Throwable  {
      byte[] byteArray0 = new byte[4];
      byteArray0[2] = (byte) (-1);
      // Undeclared exception!
      try { 
        Base64.encodeBase64(byteArray0, true, true);
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public static byte[] encodeInteger(BigInteger bigInt) {
        if(bigInt == null)  {
            throw new NullPointerException(""encodeInteger called with null parameter"");
        }
        return encodeBase64(toIntegerBytes(bigInt), false);
    }","  public void test16()  throws Throwable  {
      byte[] byteArray0 = new byte[8];
      byteArray0[0] = (byte)40;
      BigInteger bigInteger0 = new BigInteger(byteArray0);
      // Undeclared exception!
      try { 
        Base64.encodeInteger(bigInteger0);
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public Base64() {
        this(false);
    }","  public void test17()  throws Throwable  {
      Base64 base64_0 = null;
      try {
        base64_0 = new Base64();
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public Base64() {
        this(false);
    }","  public void test18()  throws Throwable  {
      Base64 base64_0 = null;
      try {
        base64_0 = new Base64();
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public static byte[] encodeBase64(byte[] binaryData) {
        return encodeBase64(binaryData, false);
    }","  public void test19()  throws Throwable  {
      byte[] byteArray0 = new byte[10];
      // Undeclared exception!
      try { 
        Base64.encodeBase64(byteArray0, true, true);
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public static byte[] decodeBase64(byte[] base64Data) {
        if (base64Data == null || base64Data.length == 0) {
            return base64Data;
        }
        Base64 b64 = new Base64();
        long len = (base64Data.length * 3) / 4;
        byte[] buf = new byte[(int) len];
        b64.setInitialBuffer(buf, 0, buf.length);
        b64.decode(base64Data, 0, base64Data.length);
        b64.decode(base64Data, 0, -1); // Notify decoder of EOF.
        // We have no idea what the line-length was, so we
        // cannot know how much of our array wasn't used.
        byte[] result = new byte[b64.pos];
        b64.readResults(result, 0, result.length);
        return result;
    }","  public void test20()  throws Throwable  {
      byte[] byteArray0 = new byte[4];
      byteArray0[0] = (byte)83;
      // Undeclared exception!
      try { 
        Base64.decodeBase64(byteArray0);
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public static byte[] encodeBase64(byte[] binaryData) {
        return encodeBase64(binaryData, false);
    }","  public void test21()  throws Throwable  {
      byte[] byteArray0 = new byte[1];
      // Undeclared exception!
      try { 
        Base64.encodeBase64(byteArray0, false, false);
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public static byte[] encodeBase64(byte[] binaryData) {
        return encodeBase64(binaryData, false);
    }","  public void test24()  throws Throwable  {
      byte[] byteArray0 = new byte[18];
      // Undeclared exception!
      try { 
        Base64.encodeBase64(byteArray0, true, true);
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public Base64() {
        this(false);
    }","  public void test25()  throws Throwable  {
      Base64 base64_0 = null;
      try {
        base64_0 = new Base64(false);
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public Base64() {
        this(false);
    }","  public void test28()  throws Throwable  {
      Base64 base64_0 = null;
      try {
        base64_0 = new Base64();
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public Base64() {
        this(false);
    }","  public void test35()  throws Throwable  {
      Base64 base64_0 = null;
      try {
        base64_0 = new Base64();
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // lineSeperator must not contain base64 characters: [S\u0000]
         //
         verifyException(""org.apache.commons.codec.binary.Base64"", e);
      }
  }"
"    public static boolean equals(final CharSequence cs1, final CharSequence cs2) {
        if (cs1 == cs2) {
            return true;
        }
        if (cs1 == null || cs2 == null) {
            return false;
        }
        if (cs1 instanceof String && cs2 instanceof String) {
            return cs1.equals(cs2);
        }
        return CharSequenceUtils.regionMatches(cs1, false, 0, cs2, 0, Math.max(cs1.length(), cs2.length()));
    }","  public void test19()  throws Throwable  {
      char[] charArray0 = new char[0];
      CharBuffer charBuffer0 = CharBuffer.wrap(charArray0);
      boolean boolean0 = StringUtils.equals((CharSequence) charBuffer0, (CharSequence) ""\uFFFD"");
      assertFalse(boolean0);
  }"
"    public String nodeName() {
        return ""#comment"";
    }","  public void test6()  throws Throwable  {
      Comment comment0 = new Comment(""')GQz^]r=Tof"");
      comment0.asXmlDeclaration();
      assertEquals(""#comment"", comment0.nodeName());
  }"
"    public String getValue() {
        return Attributes.checkNotNull(val);
    }","  public void test07()  throws Throwable  {
      Attribute attribute0 = new Attribute(""6xZW/$Zc"", ""6xZW/$Zc"");
      attribute0.setValue((String) null);
      Attribute attribute1 = attribute0.clone();
      boolean boolean0 = attribute0.equals(attribute1);
      assertEquals("""", attribute0.getValue());
      assertTrue(boolean0);
  }"
"    public String getValue() {
        return Attributes.checkNotNull(val);
    }","  public void test18()  throws Throwable  {
      Attribute attribute0 = Attribute.createFromEncoded(""9"", ""9"");
      attribute0.setValue((String) null);
      boolean boolean0 = attribute0.isBooleanAttribute();
      assertEquals("""", attribute0.getValue());
      assertTrue(boolean0);
  }"
"    public String getValue() {
        return Attributes.checkNotNull(val);
    }","  public void test24()  throws Throwable  {
      Attribute attribute0 = Attribute.createFromEncoded(""9"", ""9"");
      Attribute attribute1 = attribute0.clone();
      attribute1.setValue((String) null);
      boolean boolean0 = attribute1.equals(attribute0);
      assertEquals("""", attribute1.getValue());
      assertFalse(boolean0);
  }"
"    public String getValue() {
        return Attributes.checkNotNull(val);
    }","  public void test26()  throws Throwable  {
      Attribute attribute0 = new Attribute(""6xZW/$Zc"", ""6xZW/$Zc"");
      attribute0.setValue((String) null);
      attribute0.hashCode();
      assertEquals("""", attribute0.getValue());
  }"
"    public String html() {
        StringBuilder accum = new StringBuilder();
        html(accum);
        return accum.toString().trim();
    }","  public void test05()  throws Throwable  {
      Document document0 = new Document(""\""t(OU7Y?U9,'+GS9J@"");
      // Undeclared exception!
      try { 
        document0.html(""\""t(OU7Y?U9,'+GS9J@"");
        fail(""Expecting exception: NoSuchElementException"");
      
      } catch(NoSuchElementException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.util.LinkedList"", e);
      }
  }"
"    public String html() {
        StringBuilder accum = new StringBuilder();
        html(accum);
        return getOutputSettings().prettyPrint() ? accum.toString().trim() : accum.toString();
    }","  public void test08()  throws Throwable  {
      Element element0 = new Element(""org.jsoup.selectaluator$IsNthChild"");
      // Undeclared exception!
      try { 
        element0.html(""5;re4BBw,KJ+`!_K"");
        fail(""Expecting exception: NoSuchElementException"");
      
      } catch(NoSuchElementException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.util.LinkedList"", e);
      }
  }"
"    public String html() {
        StringBuilder accum = new StringBuilder();
        html(accum);
        return getOutputSettings().prettyPrint() ? accum.toString().trim() : accum.toString();
    }","  public void test74()  throws Throwable  {
      Element element0 = new Element(""textarea"");
      Element element1 = element0.prependElement(""textarea"");
      element1.val(""w.|^4]N&"");
      // Undeclared exception!
      try { 
        element0.html();
        fail(""Expecting exception: NoSuchElementException"");
      
      } catch(NoSuchElementException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.util.LinkedList"", e);
      }
  }"
"    static String getCharsetFromContentType(String contentType) {
        if (contentType == null) return null;
        Matcher m = charsetPattern.matcher(contentType);
        if (m.find()) {
            String charset = m.group(1).trim();
                if (Charset.isSupported(charset)) return charset;
                charset = charset.toUpperCase(Locale.ENGLISH);
                if (Charset.isSupported(charset)) return charset;
                // if our advanced charset matching fails.... we just take the default
        }
        return null;
    }","  public void test13()  throws Throwable  {
      String string0 = DataUtil.getCharsetFromContentType(""charset="");
      assertNull(string0);
  }"
"    public String toString() {
        return outerHtml();
    }","  public void test08()  throws Throwable  {
      DataNode dataNode0 = DataNode.createFromEncoded(""Y3RuM2Iw}~sa=Np}"", """");
      String string0 = dataNode0.toString();
      assertEquals(""Y3RuM2Iw}~sa=Np}"", string0);
  }"
"    public String chompBalanced(char open, char close) {
        int start = -1;
        int end = -1;
        int depth = 0;
        char last = 0;
        boolean inQuote = false;

        do {
            if (isEmpty()) break;
            Character c = consume();
            if (last == 0 || last != ESC) {
                if ((c.equals('\'') || c.equals('""')) && c != open)
                    inQuote = !inQuote;
                if (inQuote)
                    continue;
                if (c.equals(open)) {
                    depth++;
                    if (start == -1)
                        start = pos;
                }
                else if (c.equals(close))
                    depth--;
            }

            if (depth > 0 && last != 0)
                end = pos; // don't include the outer match pair in the return
            last = c;
        } while (depth > 0);
        final String out = (end >= 0) ? queue.substring(start, end) : """";
        return out;
    }
    
    /**
     * Unescaped a \ escaped string.
     * @param in backslash escaped string
     * @return unescaped string
     */
    public static String unescape(String in) {
        StringBuilder out = new StringBuilder();
        char last = 0;
        for (char c : in.toCharArray()) {
            if (c == ESC) {
                if (last != 0 && last == ESC)
                    out.append(c);
            }
            else 
                out.append(c);
            last = c;
        }
        return out.toString();
    }

    /**
     * Pulls the next run of whitespace characters of the queue.
     * @return Whether consuming whitespace or not
     */
    public boolean consumeWhitespace() {
        boolean seen = false;
        while (matchesWhitespace()) {
            pos++;
            seen = true;
        }
        return seen;
    }

    /**
     * Retrieves the next run of word type (letter or digit) off the queue.
     * @return String of word characters from queue, or empty string if none.
     */
    public String consumeWord() {
        int start = pos;
        while (matchesWord())
            pos++;
        return queue.substring(start, pos);
    }
    
    /**
     * Consume an tag name off the queue (word or :, _, -)
     * 
     * @return tag name
     */
    public String consumeTagName() {
        int start = pos;
        while (!isEmpty() && (matchesWord() || matchesAny(':', '_', '-')))
            pos++;
        
        return queue.substring(start, pos);
    }
    
    /**
     * Consume a CSS element selector (tag name, but | instead of : for namespaces (or *| for wildcard namespace), to not conflict with :pseudo selects).
     * 
     * @return tag name
     */
    public String consumeElementSelector() {
        int start = pos;
        while (!isEmpty() && (matchesWord() || matchesAny(""*|"",""|"", ""_"", ""-"")))
            pos++;
        
        return queue.substring(start, pos);
    }

    /**
     Consume a CSS identifier (ID or class) off the queue (letter, digit, -, _)
     http://www.w3.org/TR/CSS2/syndata.html#value-def-identifier
     @return identifier
     */
    public String consumeCssIdentifier() {
        int start = pos;
        while (!isEmpty() && (matchesWord() || matchesAny('-', '_')))
            pos++;

        return queue.substring(start, pos);
    }

    /**
     Consume an attribute key off the queue (letter, digit, -, _, :"")
     @return attribute key
     */
    public String consumeAttributeKey() {
        int start = pos;
        while (!isEmpty() && (matchesWord() || matchesAny('-', '_', ':')))
            pos++;
        
        return queue.substring(start, pos);
    }

    /**
     Consume and return whatever is left on the queue.
     @return remained of queue.
     */
    public String remainder() {
        final String remainder = queue.substring(pos, queue.length());
        pos = queue.length();
        return remainder;
    }
    
    @Override
    public String toString() {
        return queue.substring(pos);
    }
}
","  public void test05()  throws Throwable  {
      TokenQueue tokenQueue0 = new TokenQueue(""'N7N;gmEL"");
      // Undeclared exception!
      try { 
        tokenQueue0.chompBalanced('\'', '\'');
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // Did not find balanced maker at N7N;gmEL
         //
         verifyException(""org.jsoup.helper.Validate"", e);
      }
  }"
"    public String chompBalanced(char open, char close) {
        int start = -1;
        int end = -1;
        int depth = 0;
        char last = 0;
        boolean inQuote = false;

        do {
            if (isEmpty()) break;
            Character c = consume();
            if (last == 0 || last != ESC) {
                if ((c.equals('\'') || c.equals('""')) && c != open)
                    inQuote = !inQuote;
                if (inQuote)
                    continue;
                if (c.equals(open)) {
                    depth++;
                    if (start == -1)
                        start = pos;
                }
                else if (c.equals(close))
                    depth--;
            }

            if (depth > 0 && last != 0)
                end = pos; // don't include the outer match pair in the return
            last = c;
        } while (depth > 0);
        final String out = (end >= 0) ? queue.substring(start, end) : """";
        return out;
    }
    
    /**
     * Unescaped a \ escaped string.
     * @param in backslash escaped string
     * @return unescaped string
     */
    public static String unescape(String in) {
        StringBuilder out = new StringBuilder();
        char last = 0;
        for (char c : in.toCharArray()) {
            if (c == ESC) {
                if (last != 0 && last == ESC)
                    out.append(c);
            }
            else 
                out.append(c);
            last = c;
        }
        return out.toString();
    }

    /**
     * Pulls the next run of whitespace characters of the queue.
     * @return Whether consuming whitespace or not
     */
    public boolean consumeWhitespace() {
        boolean seen = false;
        while (matchesWhitespace()) {
            pos++;
            seen = true;
        }
        return seen;
    }

    /**
     * Retrieves the next run of word type (letter or digit) off the queue.
     * @return String of word characters from queue, or empty string if none.
     */
    public String consumeWord() {
        int start = pos;
        while (matchesWord())
            pos++;
        return queue.substring(start, pos);
    }
    
    /**
     * Consume an tag name off the queue (word or :, _, -)
     * 
     * @return tag name
     */
    public String consumeTagName() {
        int start = pos;
        while (!isEmpty() && (matchesWord() || matchesAny(':', '_', '-')))
            pos++;
        
        return queue.substring(start, pos);
    }
    
    /**
     * Consume a CSS element selector (tag name, but | instead of : for namespaces (or *| for wildcard namespace), to not conflict with :pseudo selects).
     * 
     * @return tag name
     */
    public String consumeElementSelector() {
        int start = pos;
        while (!isEmpty() && (matchesWord() || matchesAny(""*|"",""|"", ""_"", ""-"")))
            pos++;
        
        return queue.substring(start, pos);
    }

    /**
     Consume a CSS identifier (ID or class) off the queue (letter, digit, -, _)
     http://www.w3.org/TR/CSS2/syndata.html#value-def-identifier
     @return identifier
     */
    public String consumeCssIdentifier() {
        int start = pos;
        while (!isEmpty() && (matchesWord() || matchesAny('-', '_')))
            pos++;

        return queue.substring(start, pos);
    }

    /**
     Consume an attribute key off the queue (letter, digit, -, _, :"")
     @return attribute key
     */
    public String consumeAttributeKey() {
        int start = pos;
        while (!isEmpty() && (matchesWord() || matchesAny('-', '_', ':')))
            pos++;
        
        return queue.substring(start, pos);
    }

    /**
     Consume and return whatever is left on the queue.
     @return remained of queue.
     */
    public String remainder() {
        final String remainder = queue.substring(pos, queue.length());
        pos = queue.length();
        return remainder;
    }
    
    @Override
    public String toString() {
        return queue.substring(pos);
    }
}
","  public void test24()  throws Throwable  {
      TokenQueue tokenQueue0 = new TokenQueue(""heCIIhcb$o"");
      assertFalse(tokenQueue0.isEmpty());
      assertTrue(tokenQueue0.matchesWord());
      assertFalse(tokenQueue0.matchesStartTag());
      assertEquals(""heCIIhcb$o"", tokenQueue0.toString());
      assertEquals('h', tokenQueue0.peek());
      assertNotNull(tokenQueue0);
      
      // Undeclared exception!
      try { 
        tokenQueue0.chompBalanced('h', 'h');
        fail(""Expecting exception: IllegalArgumentException"");
      
      } catch(IllegalArgumentException e) {
         //
         // Did not find balanced maker at eCIIhcb$o
         //
         verifyException(""org.jsoup.helper.Validate"", e);
      }
  }"
"    public String html() {
        StringBuilder accum = new StringBuilder();
        html(accum);
        return getOutputSettings().prettyPrint() ? accum.toString().trim() : accum.toString();
    }","  public void test37()  throws Throwable  {
      Document document0 = new Document(""br"");
      document0.appendChild(document0);
      // Undeclared exception!
      try { 
        document0.html(""br"");
        fail(""Expecting exception: NoSuchElementException"");
      
      } catch(NoSuchElementException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.util.LinkedList"", e);
      }
  }"
"    public String html() {
        StringBuilder accum = new StringBuilder();
        html(accum); 
        return accum.toString().trim();
    }","  public void test06()  throws Throwable  {
      Document document0 = new Document(""d|kN/6:H"");
      // Undeclared exception!
      try { 
        document0.html(""JKjy$]SO>hwwo?|"");
        fail(""Expecting exception: NoSuchElementException"");
      
      } catch(NoSuchElementException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.util.LinkedList"", e);
      }
  }"
"    boolean containsIgnoreCase(String seq) {
        // used to check presence of </title>, </style>. only finds consistent case.
        String loScan = seq.toLowerCase(Locale.ENGLISH);
        String hiScan = seq.toUpperCase(Locale.ENGLISH);
        return (nextIndexOf(loScan) > -1) || (nextIndexOf(hiScan) > -1);
    }","  public void test12()  throws Throwable  {
      CharacterReader characterReader0 = new CharacterReader(""8Kr':%(6-\""p@8&Z_$8"");
      boolean boolean0 = characterReader0.containsIgnoreCase(""8Kr':%(6-\""p@8&Z_$8"");
      assertFalse(boolean0);
  }"
"    public Document clean(Document dirtyDocument) {
        Validate.notNull(dirtyDocument);

        Document clean = Document.createShell(dirtyDocument.baseUri());
            copySafeNodes(dirtyDocument.body(), clean.body());

        return clean;
    }","  public void test0()  throws Throwable  {
      Whitelist whitelist0 = Whitelist.basicWithImages();
      Cleaner cleaner0 = new Cleaner(whitelist0);
      Document document0 = new Document("")}IYN&vF+R/bSRCs bc"");
      Document document1 = cleaner0.clean(document0);
      assertNotSame(document1, document0);
  }"
